section,field_id,phpp_label,variant_id,variant_name,datatype,units,value,excel_row
r_values,r_values.gt_a,Gt-A,code_min,Code Min,Gt-A,kFh/y,73.3155986343,490
r_values,r_values.gt_a,Gt-A,ph_assemblies,PH Assemblies,Gt-A,kFh/y,73.1216231095,490
r_values,r_values.gt_a,Gt-A,airtightness_erv,Airtightness + ERV,Gt-A,kFh/y,73.7884314489,490
r_values,r_values.gt_a,Gt-A,ph_windows,PH Windows,Gt-A,kFh/y,71.4937396282,490
r_values,r_values.gt_b,Gt-B,code_min,Code Min,Gt-B,kFh/y,16.3643295259,491
r_values,r_values.gt_b,Gt-B,ph_assemblies,PH Assemblies,Gt-B,kFh/y,31.1055511781,491
r_values,r_values.gt_b,Gt-B,airtightness_erv,Airtightness + ERV,Gt-B,kFh/y,31.359548647,491
r_values,r_values.gt_b,Gt-B,ph_windows,PH Windows,Gt-B,kFh/y,26.4394865543,491
certification_compliant,certification_compliant.certification_compliant_2,Certification Compliant?,code_min,Code Min,Certification Compliant?,,No,493
certification_compliant,certification_compliant.certification_compliant_2,Certification Compliant?,ph_assemblies,PH Assemblies,Certification Compliant?,,No,493
certification_compliant,certification_compliant.certification_compliant_2,Certification Compliant?,airtightness_erv,Airtightness + ERV,Certification Compliant?,,No,493
certification_compliant,certification_compliant.certification_compliant_2,Certification Compliant?,ph_windows,PH Windows,Certification Compliant?,,No,493
peak_loads,peak_loads.peak_heat_load,Peak Heat Load,code_min,Code Min,Peak Heat Load,Btuh,40969.9280234,497
peak_loads,peak_loads.peak_heat_load,Peak Heat Load,ph_assemblies,PH Assemblies,Peak Heat Load,Btuh,39377.4868788,497
peak_loads,peak_loads.peak_heat_load,Peak Heat Load,airtightness_erv,Airtightness + ERV,Peak Heat Load,Btuh,28753.0313709,497
peak_loads,peak_loads.peak_heat_load,Peak Heat Load,ph_windows,PH Windows,Peak Heat Load,Btuh,21946.0390095,497
peak_loads,peak_loads.peak_sensible_cooling_load,Peak Sensible Cooling Load,code_min,Code Min,Peak Sensible Cooling Load,Btuh,17237.9589488,498
peak_loads,peak_loads.peak_sensible_cooling_load,Peak Sensible Cooling Load,ph_assemblies,PH Assemblies,Peak Sensible Cooling Load,Btuh,17467.9071576,498
peak_loads,peak_loads.peak_sensible_cooling_load,Peak Sensible Cooling Load,airtightness_erv,Airtightness + ERV,Peak Sensible Cooling Load,Btuh,17727.4288994,498
peak_loads,peak_loads.peak_sensible_cooling_load,Peak Sensible Cooling Load,ph_windows,PH Windows,Peak Sensible Cooling Load,Btuh,16355.3411446,498
peak_loads,peak_loads.peak_latent_cooling_load,Peak Latent Cooling Load,code_min,Code Min,Peak Latent Cooling Load,Btuh,6872.74147631,499
peak_loads,peak_loads.peak_latent_cooling_load,Peak Latent Cooling Load,ph_assemblies,PH Assemblies,Peak Latent Cooling Load,Btuh,6872.74147631,499
peak_loads,peak_loads.peak_latent_cooling_load,Peak Latent Cooling Load,airtightness_erv,Airtightness + ERV,Peak Latent Cooling Load,Btuh,7534.08315896,499
peak_loads,peak_loads.peak_latent_cooling_load,Peak Latent Cooling Load,ph_windows,PH Windows,Peak Latent Cooling Load,Btuh,7534.08315896,499
co2e,co2e.heating,Heating,code_min,Code Min,Heating,tonsCO2e,2.91121699092,502
co2e,co2e.heating,Heating,ph_assemblies,PH Assemblies,Heating,tonsCO2e,2.65278617338,502
co2e,co2e.heating,Heating,airtightness_erv,Airtightness + ERV,Heating,tonsCO2e,1.73587014221,502
co2e,co2e.heating,Heating,ph_windows,PH Windows,Heating,tonsCO2e,1.05147960327,502
co2e,co2e.cooling,Cooling,code_min,Code Min,Cooling,tonsCO2e,0.687298666785,503
co2e,co2e.cooling,Cooling,ph_assemblies,PH Assemblies,Cooling,tonsCO2e,0.688581939154,503
co2e,co2e.cooling,Cooling,airtightness_erv,Airtightness + ERV,Cooling,tonsCO2e,0.696704741731,503
co2e,co2e.cooling,Cooling,ph_windows,PH Windows,Cooling,tonsCO2e,0.675078615118,503
co2e,co2e.dhw,DHW,code_min,Code Min,DHW,tonsCO2e,0.990552475124,504
co2e,co2e.dhw,DHW,ph_assemblies,PH Assemblies,DHW,tonsCO2e,0.985582724346,504
co2e,co2e.dhw,DHW,airtightness_erv,Airtightness + ERV,DHW,tonsCO2e,0.974089690546,504
co2e,co2e.dhw,DHW,ph_windows,PH Windows,DHW,tonsCO2e,0.959953526343,504
co2e,co2e.dishwashing,Dishwashing,code_min,Code Min,Dishwashing,tonsCO2e,0.0327773905905,505
co2e,co2e.dishwashing,Dishwashing,ph_assemblies,PH Assemblies,Dishwashing,tonsCO2e,0.0327773905905,505
co2e,co2e.dishwashing,Dishwashing,airtightness_erv,Airtightness + ERV,Dishwashing,tonsCO2e,0.0327773905905,505
co2e,co2e.dishwashing,Dishwashing,ph_windows,PH Windows,Dishwashing,tonsCO2e,0.0327773905905,505
co2e,co2e.clothes_washing,Clothes Washing,code_min,Code Min,Clothes Washing,tonsCO2e,0.0188113034217,506
co2e,co2e.clothes_washing,Clothes Washing,ph_assemblies,PH Assemblies,Clothes Washing,tonsCO2e,0.0188113034217,506
co2e,co2e.clothes_washing,Clothes Washing,airtightness_erv,Airtightness + ERV,Clothes Washing,tonsCO2e,0.0188113034217,506
co2e,co2e.clothes_washing,Clothes Washing,ph_windows,PH Windows,Clothes Washing,tonsCO2e,0.0188113034217,506
co2e,co2e.clothes_drying,Clothes Drying,code_min,Code Min,Clothes Drying,tonsCO2e,0.0892676757729,507
co2e,co2e.clothes_drying,Clothes Drying,ph_assemblies,PH Assemblies,Clothes Drying,tonsCO2e,0.0892676757729,507
co2e,co2e.clothes_drying,Clothes Drying,airtightness_erv,Airtightness + ERV,Clothes Drying,tonsCO2e,0.0892676757729,507
co2e,co2e.clothes_drying,Clothes Drying,ph_windows,PH Windows,Clothes Drying,tonsCO2e,0.0892676757729,507
co2e,co2e.refrigerator,Refrigerator,code_min,Code Min,Refrigerator,tonsCO2e,0.128181635568,508
co2e,co2e.refrigerator,Refrigerator,ph_assemblies,PH Assemblies,Refrigerator,tonsCO2e,0.128181635568,508
co2e,co2e.refrigerator,Refrigerator,airtightness_erv,Airtightness + ERV,Refrigerator,tonsCO2e,0.128181635568,508
co2e,co2e.refrigerator,Refrigerator,ph_windows,PH Windows,Refrigerator,tonsCO2e,0.128181635568,508
co2e,co2e.cooking,Cooking,code_min,Code Min,Cooking,tonsCO2e,0.117547683501,509
co2e,co2e.cooking,Cooking,ph_assemblies,PH Assemblies,Cooking,tonsCO2e,0.117547683501,509
co2e,co2e.cooking,Cooking,airtightness_erv,Airtightness + ERV,Cooking,tonsCO2e,0.117547683501,509
co2e,co2e.cooking,Cooking,ph_windows,PH Windows,Cooking,tonsCO2e,0.117547683501,509
co2e,co2e.phi_lighting,PHI Lighting,code_min,Code Min,PHI Lighting,tonsCO2e,0.0568742711852,510
co2e,co2e.phi_lighting,PHI Lighting,ph_assemblies,PH Assemblies,PHI Lighting,tonsCO2e,0.0568742711852,510
co2e,co2e.phi_lighting,PHI Lighting,airtightness_erv,Airtightness + ERV,PHI Lighting,tonsCO2e,0.0568742711852,510
co2e,co2e.phi_lighting,PHI Lighting,ph_windows,PH Windows,PHI Lighting,tonsCO2e,0.0568742711852,510
co2e,co2e.phi_consumer_elec,PHI Consumer Elec.,code_min,Code Min,PHI Consumer Elec.,tonsCO2e,0.176336663529,511
co2e,co2e.phi_consumer_elec,PHI Consumer Elec.,ph_assemblies,PH Assemblies,PHI Consumer Elec.,tonsCO2e,0.176336663529,511
co2e,co2e.phi_consumer_elec,PHI Consumer Elec.,airtightness_erv,Airtightness + ERV,PHI Consumer Elec.,tonsCO2e,0.176336663529,511
co2e,co2e.phi_consumer_elec,PHI Consumer Elec.,ph_windows,PH Windows,PHI Consumer Elec.,tonsCO2e,0.176336663529,511
co2e,co2e.phi_small_appliances,PHI Small Appliances,code_min,Code Min,PHI Small Appliances,tonsCO2e,0.0189467159492,512
co2e,co2e.phi_small_appliances,PHI Small Appliances,ph_assemblies,PH Assemblies,PHI Small Appliances,tonsCO2e,0.0189467159492,512
co2e,co2e.phi_small_appliances,PHI Small Appliances,airtightness_erv,Airtightness + ERV,PHI Small Appliances,tonsCO2e,0.0189467159492,512
co2e,co2e.phi_small_appliances,PHI Small Appliances,ph_windows,PH Windows,PHI Small Appliances,tonsCO2e,0.0189467159492,512
co2e,co2e.phius_int_lighting,Phius Int. Lighting,code_min,Code Min,Phius Int. Lighting,tonsCO2e,0,513
co2e,co2e.phius_int_lighting,Phius Int. Lighting,ph_assemblies,PH Assemblies,Phius Int. Lighting,tonsCO2e,0,513
co2e,co2e.phius_int_lighting,Phius Int. Lighting,airtightness_erv,Airtightness + ERV,Phius Int. Lighting,tonsCO2e,0,513
co2e,co2e.phius_int_lighting,Phius Int. Lighting,ph_windows,PH Windows,Phius Int. Lighting,tonsCO2e,0,513
co2e,co2e.phius_ext_lighting,Phius Ext. Lighting,code_min,Code Min,Phius Ext. Lighting,tonsCO2e,0,514
co2e,co2e.phius_ext_lighting,Phius Ext. Lighting,ph_assemblies,PH Assemblies,Phius Ext. Lighting,tonsCO2e,0,514
co2e,co2e.phius_ext_lighting,Phius Ext. Lighting,airtightness_erv,Airtightness + ERV,Phius Ext. Lighting,tonsCO2e,0,514
co2e,co2e.phius_ext_lighting,Phius Ext. Lighting,ph_windows,PH Windows,Phius Ext. Lighting,tonsCO2e,0,514
